Govt Loan #,Notional Gtd Balance,Invested,Gross Margin,Strip Rate,Multiple,Price,Note Date,Note Maturity Date,Business Name,City,State,Zip,NAICS
4906069107,392304.44,7675.04,0.0275,0.0073,2.68,0.019564,45026,48679,"Martin Print and Mail, LLC",Colorado Springs,CO,80909,541860
5003049105,46750,1603.71,0.0275,0.0128,2.68,0.034304,45040,48693,Adventure Café LLC,Lee's Summit,MO,64086,722515
5007889107,17000,583.17,0.0275,0.0128,2.68,0.034304,45040,48693,Prairie Rose Flag and Broker LLC,Arkansas City,KS,67005,488490
4987899110,186075,7629.82,0.03,0.0153,2.68,0.041004,45037,48690,EA Automotive Inc dba Bridge St Tire & Alignment,North Weymouth,MA,2191,811111
4168149104,1119364.29,14399.5,0.025,0.0048,2.68,0.012864,44769,48606,RAAM VENTURES LLC,Red Bank,NJ,7701,311811
4215809105,2887725.26,56495.46,0.0275,0.0073,2.68,0.019564,44782,48619,"UA MIDLAND TEXAS, LLC",Midland,TX,79707,713990
4832199107,670501.25,13117.69,0.0275,0.0073,2.68,0.019564,44967,48801,"ELEVENONE, INC.",Gallatin,TN,37066,722513
4519669110,245250,8413.06,0.0275,0.0128,2.68,0.034304,44925,48760,Maazy LLC dba Everbowl,Tucson,AZ,85750,722515
4943749109,319500,10960.13,0.0275,0.0128,2.68,0.034304,45036,48689,Postal Plus Lenawee LLC dba Postal Plus,Adrian,MI,49221,488510
4823189102,221250,7589.76,0.0275,0.0128,2.68,0.034304,45041,48694,"Medical Case Management, Inc.",Mountain Brook,AL,35216,621999
4944269109,3270750,42074.93,0.025,0.0048,2.68,0.012864,45026,48679,"StreetLogic Pro, Inc.  dba Spack Solutions",Minneapolis,MN,55414,334514
5003949104,371250,12735.36,0.0275,0.0128,2.68,0.034304,45040,48693,"BLACKROCK GROUP, INC.",Jefferson City,TN,37760,722513
4864499108,387857.72,7588.05,0.0275,0.0073,2.68,0.019564,48661,48661,"Same Same But Different Realty, LLC dba Glass Doctor of Murietta",Murrieta,CA,92562,811112
4906809104,390450,7638.76,0.0275,0.0073,2.68,0.019564,45023,48681,"G2MH HOLDINGS, INC",Anaheim,CA,92801,332710
4969489101,900225,17612,0.0275,0.0073,2.68,0.019564,45034,48689,INDUSTRIAL PUPPY LLC,Morehead,MC,28557,453910
4998229103,211500,7255.3,0.0275,0.0128,2.68,0.034304,45042,48695,JLWZ LLC,Las Vegas,NV,89123,722511
4974789102,85000,1776.84,0.0225,0.0078,2.68,0.020904,45043,48696,Fluffy's Sno-Balls LLC,Long Beach,CA,90813,722515
4758619103,63750,1332.63,0.0225,0.0078,2.68,0.020904,45029,48682,Home Sweet Care Homes,Danville,CA,94526,623312
4779579103,20899.52,716.94,0.0275,0.0128,2.68,0.034304,44951,48604,GIZARI CHROME & TRUCK ACCESSORIES INC.,Alsip,IL,60803,441330
4890399106,102340,3510.67,0.0275,0.0128,2.68,0.034304,45030,48683,"CDK MAINTENANCE SERVICES, LLC",Davenport,FL,33897,561720
4923069109,55505,1904.04,0.0275,0.0128,2.68,0.034304,45027,48680,"A-ONE AUTOMOTIVE, LLC",Great Bend,KS,67530,811111
4924629102,21250,728.96,0.0275,0.0128,2.68,0.034304,45012,48665,TRUME INC.,Alameda,CA,94502,456199
4925339100,127500,4373.76,0.0275,0.0128,2.68,0.034304,45029,48682,"FIVE STAR ROOFING & EXTERIORS, LLC",Red Bud,IL,62278,238160
4926639109,127500,4373.76,0.0275,0.0128,2.68,0.034304,45012,48665,CORNERSTONE MASONRY LLC,Rubicon,WI,53078,238140
4931289105,127500,4373.76,0.0275,0.0128,2.68,0.034304,45023,48676,ZACHARY ZUCCHI,Royal Oaks,CA,95076,484110
4936319100,85000,2915.84,0.0275,0.0128,2.68,0.034304,45019,48672,HIRLAN INC.,Carlsbad,CA,92011,541519
4936389110,127500,4373.76,0.0275,0.0128,2.68,0.034304,45019,48672,"YOUR DENT GUY, INC.",Colorado Springs,CO,80909,811121
4936409103,127500,4373.76,0.0275,0.0128,2.68,0.034304,45019,48672,FOX UNLIMITED INC.,New York,NY,10001,423990
4942899106,21250,728.96,0.0275,0.0128,2.68,0.034304,45013,48666,JAMIE CHANCE,Springfield,MO,65804,541990
4943999103,21250,728.96,0.0275,0.0128,2.68,0.034304,45013,48666,"BREATHWORK FOR RECOVERY, LLC",Portland,OR,97213,621330
4947579103,85000,2915.84,0.0275,0.0128,2.68,0.034304,45023,48676,"GRUSECKI AUDIOLOGY & HEARING AID SERVICES, LLC",Surprise,AZ,85378,621340
4950389106,21250,728.96,0.0275,0.0128,2.68,0.034304,45023,48676,ERTA ALE LLC,Silver Spring,MD,20901,456191
4951849104,59075,2026.51,0.0275,0.0128,2.68,0.034304,45023,48676,"CENEXT, LLC",Dighton,MA,2715,541990
4958349110,19295,661.9,0.0275,0.0128,2.68,0.034304,45023,48676,"MBP SERVICES, CORP.",Matthews,NC,28104,238190
4958499109,21250,728.96,0.0275,0.0128,2.68,0.034304,45023,48676,VIKRAM AGGARWAL,Chula Vista,CA,91915,423940
4967089106,21250,728.96,0.0275,0.0128,2.68,0.034304,45023,48676,"EL JEFE CAT CAFE, LLC",Tucson,AZ,85719,722515
4971299102,21250,728.96,0.0275,0.0128,2.68,0.034304,45030,48683,"XOJOURN, LLC",Tucson,AZ,85719,315990
4971349104,21250,728.96,0.0275,0.0128,2.68,0.034304,45030,48683,GILL TRUCK LINES INC.,Twinsburg,OH,44087,484121
4971409109,17510,600.66,0.0275,0.0128,2.68,0.034304,45030,48683,"INCANDESCENT PHOENIX BOOKS, LLC",Oldsmar,FL,34677,513130
4974099107,21250,728.96,0.0275,0.0128,2.68,0.034304,45033,48686,"CORVAIA LAW, P.A.",Miami,FL,33156,541110
4977819104,63750,2186.88,0.0275,0.0128,2.68,0.034304,45033,48686,"PT3, LLC",Ann Arbor,MI,48104,722511
4983969110,17085,586.08,0.0275,0.0128,2.68,0.034304,45033,48686,TOP OUT ADVENTURES LLC,Allen,TX,75002,561520
4984019109,21250,728.96,0.0275,0.0128,2.68,0.034304,45033,48686,"METTA AGENCY, INC.",Los Angeles,CA,90021,541490
4989099110,21250,728.96,0.0275,0.0128,2.68,0.034304,45036,48689,"GIFTS FROM THE HEART FLORIST, INC.",North Babylon,NY,11703,459310
4992139110,21250,728.96,0.0275,0.0128,2.68,0.034304,45036,48689,"CHRIS CAVANAUGH LOGGING, INC.",Lanse,MI,49946,113310
4995039110,21250,728.96,0.0275,0.0128,2.68,0.034304,45036,48689,"BSJ HOLDINGS GROUP, INC.",Ithaca,NY,14850,722513
4127599103,1164375,22779.83,0.0275,0.0073,2.68,0.019564,44750,48677,"SO GOOD RESTAURANT GROUP, LLC",Fayetteville,AR,72703,722511
4165129103,529434.38,11209.18,0.0275,0.0079,2.68,0.021172,44859,48694,STAR BBQ LLC,Star,ID,83669,722513
4911709103,600000,3698.4,0.0225,0.0023,2.68,0.006164,45007,48660,Ace Transmission Service and Supply Inc.,Springfield,MO,65803,336350
4395799100,347341.66,6795.39,0.0275,0.0073,2.68,0.019564,44917,48691,MCTROPICAMM LLC dba Tropical Smoothie Cafe,Jeffersonville,IN,47130,722515
4337139103,382500,8098.29,0.0275,0.0079,2.68,0.021172,44859,48694,"RLK Ventures, Inc.",Katy,TX,77449,812112
4702389107,147690.01,5066.36,0.0275,0.0128,2.68,0.034304,44932,48585,"Red Barn Media Group, LLC",Burlington,VT,5401,541990
4724319109,159697.33,5478.26,0.0275,0.0128,2.68,0.034304,44944,48597,Ascentia Consulting Inc.,Concord,NC,28205,541213
4849979101,142500,4888.32,0.0275,0.0128,2.68,0.034304,44986,48639,Too Bright for Shades LLC dba Mr. Electric of Murrieta,Murrieta,CA,92562,238210
4864429109,470354.18,9202.01,0.0275,0.0073,2.68,0.019564,44995,48648,Sopris Mechanical Inc.,Ormond Beach,FL,32174,561730
4991619110,225000,9225.9,0.03,0.0153,2.68,0.041004,45048,48701,"Chef Aless, Inc.",Massapequa,NY,11758,722320
4975679106,262500,5487.3,0.0225,0.0078,2.68,0.020904,45047,48700,Aquatica Retail LLC dba Aquatica,Tinley Park,IL,60477,453910
5001869100,749250,4618.38,0.0225,0.0023,2.68,0.006164,45043,48696,East Carolina Home Care Incorporated,Statesville,NC,28677,621610
5002859110,348750,9626.9,0.025,0.0103,2.68,0.027604,45042,48695,"Williow Ash Exteriors, LLC",Isle of Palms,SC,29451,238990
4058499103,262500,9004.8,0.0275,0.0128,2.68,0.034304,44706,48719,Balanced Diversity Solutions LLC        ,Sacramento          ,CA,95831,561311
4138549105,261294.67,8963.45,0.0275,0.0128,2.68,0.034304,44824,48658,"BK9, LLC                                ",Port Orange         ,FL,32128,713940
4659619108,525000,10271.1,0.0275,0.0073,2.68,0.019564,44910,48745,BCE Boxing Studio 2 LLC                 ,Stamford            ,CT,69030,713940
4976749105,85000,2915.84,0.0275,0.0128,2.68,0.034304,45028,48681,Austin Borders LLC                      ,Austin              ,TX,78752,561730
5029559103,55250,1895.3,0.0275,0.0128,2.68,0.034304,45049,48704,AQUA TECH INC                           ,Waialua             ,HI,96791,561790
4576439107,432113.7,8453.87,0.0275,0.0073,2.68,0.019564,44946,48599,"MILLENNIUM TRANSPORTATION MP1, CORP",Carol Stream,IL,60188,492110
4576579103,295451.15,10135.16,0.0275,0.0128,2.68,0.034304,44960,48613,"MILLENNIUM TRANSPORTATION MP1, CORP",Carol Stream,IL,60188,492110
4593239108,224025.49,7684.97,0.0275,0.0128,2.68,0.034304,44895,48668,"LAP OF LUXURY PET RESORT, INC.",Wheaton,IL,60187,812910
4939779104,611250,3767.75,0.0225,0.0023,2.68,0.006164,45030,48683,Dabler Insurance Services LLC,Wausau,WI,54403,524210
4112609101,1019378.18,6283.45,0.0225,0.0023,2.68,0.006164,44735,48753,"Turtle 79, LLC dba. Bohemian Bull",Mauldin,SC,29662,722511
4191469104,253020,1966.47,0.0225,0.0029,2.68,0.007772,44776,48733,"AMP Fitness Group II, LLC",Ovideo,FL,32765,713940
4929779100,163500,4513.25,0.025,0.0103,2.68,0.027604,45044,48697,Christopher P. Eden Dba Nan's Donuts,Collierville,TN,38017,445291
4980799101,225750,6231.6,0.025,0.0103,2.68,0.027604,45035,48688,Predictive Engineering,Chuckey,TN,37641,541330
4989539100,491250,3028.07,0.0225,0.0023,2.68,0.006164,45041,48694,"Schroeder Shipping, LLC",Raleigh,NC,27609,561431
4925149102,89250,3061.63,0.0275,0.0128,2.68,0.034304,45021,48674,LA Countertops,North Hollywood,CA,91605,236118
4978099104,277125,9506.5,0.0275,0.0128,2.68,0.034304,45041,48692,"M Vogel, LLC dba Koala Insulation of St Petersburg",St. Petersburg,FL,33702,238310
4994079109,408750,7996.79,0.0275,0.0073,2.68,0.019564,45041,48694,TPA Admin Inc,Melbourne,FL,32935,523930
4731359108,127500,8645.01,0.04,0.0253,2.68,0.067804,44946,48599,DUSTY BOB'S LLC,Boliver,MO,65613,722511
4611269100,388500,10203.56,0.03,0.0098,2.68,0.026264,44985,48758,DinoDiGiulio LLC              ,Fairfield                     ,CA, 9453,713940
4981849105,112500,3859.2,0.0275,0.0128,2.68,0.034304,45054,48707,HMC Mold ,North Hollywood,CA,91605,333248
4130009102,1105685.49,6815.45,0.0225,0.0023,2.68,0.006164,44805,48639,WASH AND DRY SA MANAGEMENT  COMPANY INC,San Antonio,TX,78260,812320
4365139100,251250,5252.13,0.0225,0.0078,2.68,0.020904,44848,48683,GEORGIA GROOMING ASSOCIATION LLC,Suwanee,GA,30024,812910
4879599106,1412250,96702.41,0.0175,0.02555,2.68,0.068474,45014,48667,"Prairie Electric Co, Inc.",Eden Prairie,MN,55379,238210
4919599101,1611071.25,121110.67,0.02,0.02805,2.68,0.075174,45016,48669,"Superior Pharmacy, Inc",Superior,NE,68978,456110
4315349106,275483.24,19232.59,0.0125,0.02605,2.68,0.069814,44826,48660,Tee Times Limited Liability Company,Mankato,MN,56001,713990
3977139107,330637.37,29285.87,0.025,0.03305,2.68,0.088574,44742,48578,KRKRN 2 LLC,San Antonio,TX,78258,611420
4851099107,2516092.13,121713.44,0.01,0.01805,2.68,0.048374,44973,48626,Exceed Electrical Contracting LLC,Westminster,CO,80021,238210
4721759106,310686.29,19608.65,0.01,0.02355,2.68,0.063114,44951,48604,Paws and Claws Hudson LLC,Hudson,WI,54016,812910
4027119102,931614.58,82516.83,0.025,0.03305,2.68,0.088574,44705,48572,Freedom 45 Corp, Bend,OR,97701,453910
4121659107,959299.29,84968.98,0.025,0.03305,2.68,0.088574,44763,48631,Konatex Ventures LLC,Austin,TX,78745,453910
4895449107,378000,33480.97,0.025,0.03305,2.68,0.088574,45020,48673,May Resell Company,Camden,AR,71701,453310
4931509110,858065.39,81751.32,0.0275,0.03555,2.68,0.095274,45012,48665,"Bold Commons, LLC",0,GA,30518,423610
4898059103,126784.48,13948.07,0.0275,0.04105,2.68,0.110014,45001,48654,UBU SYNERGY SUPPORT LLC,Inver Grove Heights,MN,55076,624190
4947379102,127500,14026.79,0.0275,0.04105,2.68,0.110014,45016,48669,"AMRO-ASIAN TRADE, INC.",Honolulu,HI,96813,423420
4954599107,85000,9351.19,0.0275,0.04105,2.68,0.110014,45028,48681,THE NOOK COUNSELING SERVICES LLC,Mobile,AL,36689,621330
4958039100,76840,8453.48,0.0275,0.04105,2.68,0.110014,45028,48681,40LINC LLC,Clarkston,GA,30021,512240
4965309107,51000,5610.71,0.0275,0.04105,2.68,0.110014,45028,48681,"ROBYN  HOWISEY, PLLC",Kingston,WA,98346,621330
4965819107,85000,9351.19,0.0275,0.04105,2.68,0.110014,45028,48681,RENDALL CO. LLC,Los Angeles,CA,90026,541490
4968119104,55250,6078.27,0.0275,0.04105,2.68,0.110014,45026,48679,THE MOMENT INSTITUTE INC.,Portland,OR,97219,812990
4968889101,95200,10473.33,0.0275,0.04105,2.68,0.110014,45030,48683,ASLANIAN STYLES INC,Miami,FL,33186,812112
4975069100,119000,13091.67,0.0275,0.04105,2.68,0.110014,45029,48682,JAI ASSOCIATES LLC,Rochester Hills,MI,48307,541213
4983589103,127500,14026.79,0.0275,0.04105,2.68,0.110014,45030,48683,"KELLER & AVADENKA, P. C.",Bloomfield Hills,MI,48302,541110
4190969110,778500,74170.81,0.0275,0.03555,2.68,0.095274,44838,48673,Tubbs N Kiki Limited Liability Company,Philadelphia,PA,19150,624410
4294549107,420000,40690.44,0.0275,0.03615,2.68,0.096882,44854,48689,"Impact Legacy Group, LLC",Orlando,FL,32836,722513
4313609108,296924.35,26777.23,0.025,0.03365,2.68,0.090182,44825,48659,Soulshine Watkinsville LLC,Watkinsville,GA,30677,624410
4325419107,293700,22550.87,0.02,0.02865,2.68,0.076782,44846,48681,"Knuckies Interlock, LLC",Atlanta,GA,30318,722513
4204869106,301492.31,25169.18,0.0225,0.03115,2.68,0.083482,44894,48667,Biryani Maxx LLC,Cary,NC,27511,722511
4967729108,723750,68954.56,0.0275,0.03555,2.68,0.095274,45035,48688,"Varuso Ventures, LLC",Madisonville,LA,70447,238110
4713819100,355836.66,31994.7,0.02,0.03355,2.68,0.089914,44950,48603,Forcab LLC,Houma,LA,70360,561431
4865709101,873539.4,53962.02,0.015,0.02305,2.68,0.061774,44995,48648,Bang Investments LLC,Houston,TX,77090,446199
4845439106,948750,90391.21,0.0275,0.03555,2.68,0.095274,45033,48686,"Elias HVAC, LLC",Tempe,AZ,85282,238220
4957389109,427650,40743.93,0.0275,0.03555,2.68,0.095274,45030,48683,De Ville Automotive Ltd. dba Kitsap Muffler and Tires ,Bremerton,WA,98312,811111
4682819107,185715.54,20431.31,0.0275,0.04105,2.68,0.110014,44932,48611,Lenora LLC,Portland,ME,4101,722410
4881069110,262500,20084.93,0.015,0.02855,2.68,0.076514,45001,48670,SL Business Consulting LLC,Winchester,MA,1890,541611
4903709103,125000,9564.25,0.015,0.02855,2.68,0.076514,45007,48670,Colette Phillips Communications Inc,Charlestoen,MA,2129,541820
4923449105,50000,4495.7,0.02,0.03355,2.68,0.089914,45014,48670,Dudley Café Cambridge LLC,Cambridge,MA,2138,722511
4959479105,303750,29346.5,0.0225,0.03605,2.68,0.096614,45030,48683,Breedlove Companies LLC dba Coastal Hardscapes,Gulf Breeze,FL,32563,561730
4969309104,113645,12502.54,0.0275,0.04105,2.68,0.110014,45033,48686,VENICE GOLF LLC,Venice,FL,34292,451110
4952659108,356250,32031.86,0.02,0.03355,2.68,0.089914,45016,48669,Tork Products of Lima Inc.,Lima,OH,45801,423830
4751719106,296879.41,30671.8,0.025,0.03855,2.68,0.103314,44943,48598,2J2LEE INC dba Happy Teriyaki & Wok,Shelton,WA,98584,722511
4956469107,39865,3584.42,0.02,0.03355,2.68,0.089914,45036,48689,MGT Manufacturing LLC,Ashville,AL,35953,332313
4794979103,77476.39,8523.49,0.0275,0.04105,2.68,0.110014,44979,48632,Kanda LLC dba Taylor Gunwerx,Shelbyville,KY,40065,811490
4904429104,127500,14026.79,0.0275,0.04105,2.68,0.110014,45014,48667,BIMTECH CORP.,Levittown,NY,11756,541310
4916939101,127500,14026.79,0.0275,0.04105,2.68,0.110014,45016,48668,CNB NEL SONS FARMS LLC,Mondovi,WI,54755,112111
4931439102,126931.44,13964.24,0.0275,0.04105,2.68,0.110014,45009,48662,TOG LLC,Suwanee,GA,30024,722511
4937029109,127500,14026.79,0.0275,0.04105,2.68,0.110014,45015,48668,H&M ADDITIONAL BUILDERS INC.,San Diego,CA,92110,236220
4959239103,127500,14026.79,0.0275,0.04105,2.68,0.110014,45022,48675,"NATURAL HOUNDS, LLC",Saint James,NY,11780,311111
4182659100,333915.98,32350.45,0.0275,0.03615,2.68,0.096882,44848,48624,Aarya27 LLC dba Wayback Burgers,Allen,TX,75002,722513
4871239109,262500,28878.68,0.0275,0.04105,2.68,0.110014,45028,48681,"JR CREATIVE CONSTRUCTION, INC",Charlotte,NC,28215,236118
4881319102,84150,9257.68,0.0275,0.04105,2.68,0.110014,45028,48681,TWINS TRANSPORTATION LLC,Pooler,GA,31322,484110
4883999100,87975,9678.48,0.0275,0.04105,2.68,0.110014,45027,48680,D&S KITCHEN LLC,Tampa,FL ,33604,238990
4886239101,87975,9678.48,0.0275,0.04105,2.68,0.110014,45027,48680,PIXIE DUST LLC,Port Orange,FL ,32128,541219
4891859104,131250,14439.34,0.0275,0.04105,2.68,0.110014,45030,48683,HOUSEETC LLC,Temple,TX,76502,238290
4904899105,190125,20916.41,0.0275,0.04105,2.68,0.110014,45033,48686,ACADEMY BUILDERS LLC,Midland Park,NJ ,7432,236118
4917309102,262500,28878.68,0.0275,0.04105,2.68,0.110014,45029,48682,"TOKENMTG, LLC",Edgewater,MD,21037,459120
4925449109,171750,18894.9,0.0275,0.04105,2.68,0.110014,45033,48686,AMAREVIDA LLC,Kingwood,TX ,77345,621610
4944239100,220125,24216.83,0.0275,0.04105,2.68,0.110014,45030,48683,DALLAS EXECUTIVE TRANSPORTATION,Euless,TX,76039,485320
4951829109,134250,14769.38,0.0275,0.04105,2.68,0.110014,45034,48687,Kearney & Son Contracting and Co,Petaluma,CA ,94952,236210
4967639105,152625,16790.89,0.0275,0.04105,2.68,0.110014,45029,48682,SIMPEL AND ASSOCIATES LLC,East Brunswick,NJ ,8816,541611
4977699105,122825,13512.47,0.0275,0.04105,2.68,0.110014,45034,48687,Finalis Valdez LLC,New York,NY,10032,512110
4982389100,3466500,144462.92,0.0075,0.01555,2.68,0.041674,45035,48688,Noah James Mazur,Eau Claire,WI,54701,523940
4076119109,226112.15,24875.5,0.0275,0.04105,2.68,0.110014,44861,48696,"Hype Haus Fitness, LLC",New Orleans,LA,70113,713940
4861089108,2812500,173739.38,0.015,0.02305,2.68,0.061774,44988,48641,"Vision Fence Partners, LLC",Charlotte,NC,28277,238990
4891319106,1856250,114667.99,0.015,0.02305,2.68,0.061774,45001,48654,"Consolidated Plumbing Services, a Califo",San Jose,CA,95136,238220
4904119105,450750,27844.63,0.015,0.02305,2.68,0.061774,45019,48672,King Cork Wine & Liquor LLC,Schenectady,NY,12304,445320
4923769107,2325000,143624.55,0.015,0.02305,2.68,0.061774,45008,48661,ADVANCED AUTISM SERVICES LLC,Lakewood,NJ,8701,621399
4346879104,712425,34462.85,0.01,0.01805,2.68,0.048374,44868,48702,"Redeemed & Restored Nashville, LLC dba Restore Hyper Wellness ",Nashville,TN,37203,812990
5000219102,172500,15510.17,0.02,0.03355,2.68,0.089914,45041,48694,Planet Advertising Group,San Diego,CA,92123,424490
4642069102,501959.65,41097.44,0.0225,0.03055,2.68,0.081874,44932,48585,Reddy Wines LLC,Plainfield,NJ,7060,445320
4642569110,184544.04,17829.54,0.0225,0.03605,2.68,0.096614,44932,48585,Reddy Wines LLC,Plainfield,NJ,7060,445320
4855079109,148866.05,13385.14,0.02,0.03355,2.68,0.089914,44979,48632,Supreme Bakery Inc.,West,NJ,7052,311811
1762119105,299648.98,32965.58,0.0275,0.04105,2.68,0.110014,44778,48615,KING OF SUBS,Citrus Heights,CA,95610,722513
4123889110,536234.21,48358.67,0.025,0.03365,2.68,0.090182,44743,48580,Blue Crab Brewing Company Inc,Severn,MD,21144,312120
4831869105,191250,21040.18,0.0275,0.04105,2.68,0.110014,45049,48702,"Living on another Frequency, LLC",South Orange,NJ,7079,722511
4573859109,954540,71756.59,0.02,0.02805,2.68,0.075174,44911,48564,"Elkhalil Holdings LLC & Vitamina, LLC",Kennesaw,GA,30144,325411
4763649106,172500,15279.02,0.02,0.03305,2.68,0.088574,44965,48799,"KCN, LLC",Hiram,GA,30141,459110
4519559101,285379.47,25277.2,0.02,0.03305,2.68,0.088574,44916,48751,Shellie Lee Inc.,Bridgeville,PA,15017,621340
4406269101,80410,10893.46,0.0375,0.05055,2.68,0.135474,44980,48633,"The Curry Queen, LLC",Ols Saybrook,CT,6475,722511
4546579102,240675,26155.11,0.0275,0.04055,2.68,0.108674,44886,48720,"The Sandy Plains Project, LLC",Marietta,GA,30066,722513
4396759101,120000,16256.88,0.0375,0.05055,2.68,0.135474,44897,48550,JB Built LLC,Stamford,CT,6901,713940
