Govt Loan #,"Notional Gtd
Balance",Invested,Gross Margin,Strip Rate,Multiple,Price,Note Date,Note Maturity Date,Business Name,City,State,Zip,NAICS
4997829104,394500,21018.96,0.025,0.0148,3.6,0.05328,45057,54197,11218 Burbank LLC,N. Hollywood,CA,91601,441120
5008489107,3230181.18,238968.8,0.0125,0.02055,3.599999979,0.07398,45064,54196,ROSHNI LLC,Surfside Beach,SC,29575,721110
5015319100,637500,22491,0.02,0.0098,3.6,0.03528,45064,54197,16 Niagara Ave LLC,Freeport,NY,11520,236220
5018989108,2306250,191372.63,0.015,0.02305,3.600000024,0.082980001,45051,54187,Magan Hotels,Fort Smith,AR,72903,721110
5019479110,1710000,80335.8,0.005,0.01305,3.6,0.04698,45070,54202,"Kolping & BTR, USA",Duluth,GA,30096,458110
5021429105,1295775,142509.33,0.0225,0.03055,3.599999953,0.109979999,45078,54210,Paivas Furniture Inc,Newark,NJ,7105,449110
5037049103,963750,85383.43,0.0225,0.03055,2.9,0.088595,45058,50537,"Syfert Construction, Inc",Joliet,IL,60431,238990
5037679104,195000,9702.23,0.01,0.01605,3.1,0.049755,45058,52369,Jonathan J. Kim,Katy,TX,77494,531210
5042939104,3187500,236177.81,0.0175,0.02555,2.9,0.074095,45065,50544,Southpoint Solutions LLC,Indian Land,SC,29707,541690
5042949107,262500,14458.51,0.02,0.0153,3.600001245,0.055080019,45061,54193,511 Autumn Walk,Canton,GA,30114,811310
5046109110,654000,42496.92,0.01,0.01805,3.6,0.06498,45068,54200,Ohm Shree Rang Inc,Maggie Valley,NC,28751,721110
5046459110,3749049.66,277354.7,0.0125,0.02055,3.600000042,0.073980001,45071,54203,JDG Realty 1675 LLC,Southern Pines,NC,28387,721110
5047019109,262500,37473.19,0.0375,0.04605,3.1,0.142755,45070,52375,Tallawah Mental Health Associates PLLC,West Hartford,CT,6117,621330
5051899107,650250,40497.57,0.0275,0.0173,3.600000222,0.062280004,45065,54197,Visa Flooring&Cabinet LLC,Anderson,SC,29625,811490
5061439102,3750000,243675,0.01,0.01805,3.6,0.06498,45068,54209,GURANAND INC DBA SEATAC MINI MART," 	Seatac",WA,98188,457110
5063649110,733500,45682.39,0.0275,0.0173,3.600000394,0.062280007,45064,54196,ShipYouCarNow ,Boca Raton,FL,33432,788510
