Govt Loan #,"Notional Gtd
Balance",Invested,Gross Margin,Strip Rate,Multiple,Price,Note Date,Note Maturity Date,Business Name,City,State,Zip,NAICS
4885789100,2058294.49,25687.51,0.025,0.0048,2.599999607,0.012479998,45014,48667,"LP Agency, LLC",Fayetteville,AR,72703,524210
4888949106,126375.93,7491.57,0.0375,0.0228,2.600000691,0.059280016,45002,48655,Precision Builders Texas LLC ,Leander ,TX,78641,236115
4914719101,505954.49,3025.61,0.0225,0.0023,2.600001446,0.005980003,45014,48667,T&R Saini Investments Corporation,Fresno,CA,93727,445320
4918529100,126373.89,7491.44,0.0375,0.0228,2.5999994,0.059279986,45007,48660,Oklahoma Education Systems LLC ,Owasso,OK,74055,611691
4924539110,259297.41,1887.68,0.0175,0.0028,2.599997424,0.007279993,45008,48668,Parkside Specialty Wine & Spirits LLC dba Parkside Specialty Wine & Liquor,Aurora,CO,80012,445320
4938129106,126289.95,7486.47,0.0375,0.0228,2.60000099,0.059280023,45013,48666,EVG Business Assets LLC,Yakima ,WA,98908,541990
4965279100,318750,10608,0.0275,0.0128,2.6,0.03328,45022,48772,"Kiln Restaurant, LLC",San Francisco,CA,94102,722511
4967089106,21250,707.2,0.0275,0.0128,2.6,0.03328,45023,48676,"EL JEFE CAT CAFE, LLC",Tucson,AZ,85719,722515
4967609107,89250,5290.74,0.0375,0.0228,2.6,0.05928,45050,48703,Mark Queppet,Kennett Square ,PA,19348,812990
4969319107,34876.35,2836.09,0.0299,0.03845,2.114913311,0.081318417,45024,47581,Rohullah Shirzai,Kent,WA,98042,484110
4971299102,21250,707.2,0.0275,0.0128,2.6,0.03328,45030,48683,"XOJOURN, LLC",Tucson,AZ,85719,315990
4971349104,21250,707.2,0.0275,0.0128,2.6,0.03328,45030,48683,GILL TRUCK LINES INC.,Twinsburg,OH,44087,484121
4971409109,17510,582.73,0.0275,0.0128,2.6,0.03328,45030,48683,"INCANDESCENT PHOENIX BOOKS, LLC",Oldsmar,FL,34677,513130
4974099107,21250,707.2,0.0275,0.0128,2.6,0.03328,45033,48686,"CORVAIA LAW, P.A.",Miami,FL,33156,541110
4974169104,87975,2927.81,0.0275,0.0128,2.6,0.03328,45058,48711,IRINA CODRESCU SCURINA,Pahoa,HI,96778,459420
4974789102,85000,1723.8,0.0225,0.0078,2.6,0.02028,45043,48696,Fluffy's Sno-Balls LLC,Long Beach,CA,90813,722515
4975679106,262500,5323.5,0.0225,0.0078,2.6,0.02028,45047,48700,Aquatica Retail LLC dba Aquatica,Tinley Park,IL,60477,453910
4976749105,85000,2828.8,0.0275,0.0128,2.6,0.03328,45028,48681,Austin Borders LLC                      ,Austin              ,TX,78752,561730
